x, y, z
6.100000000000000000e+01,1.050000000000000000e+02,0.000000000000000000e+00
6.100000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00
6.100000000000000000e+01,1.150000000000000000e+02,0.000000000000000000e+00
6.100000000000000000e+01,1.200000000000000000e+02,0.000000000000000000e+00
6.100000000000000000e+01,1.250000000000000000e+02,0.000000000000000000e+00
6.100000000000000000e+01,1.300000000000000000e+02,0.000000000000000000e+00
6.100000000000000000e+01,1.350000000000000000e+02,0.000000000000000000e+00
6.100000000000000000e+01,1.400000000000000000e+02,0.000000000000000000e+00
6.005890000000000128e+01,1.492019999999999982e+02,0.000000000000000000e+00
5.778379999999999939e+01,1.527839999999999918e+02,0.000000000000000000e+00
5.420199999999999818e+01,1.550589999999999975e+02,0.000000000000000000e+00
4.444440000000000168e+01,1.560000000000000000e+02,0.000000000000000000e+00
3.888889999999999958e+01,1.560000000000000000e+02,0.000000000000000000e+00
3.333330000000000126e+01,1.560000000000000000e+02,0.000000000000000000e+00
2.777779999999999916e+01,1.560000000000000000e+02,0.000000000000000000e+00
2.222220000000000084e+01,1.560000000000000000e+02,0.000000000000000000e+00
1.666669999999999874e+01,1.560000000000000000e+02,0.000000000000000000e+00
1.111110000000000042e+01,1.560000000000000000e+02,0.000000000000000000e+00
5.555559999999999832e+00,1.560000000000000000e+02,0.000000000000000000e+00
5.555559999999999832e+00,0.000000000000000000e+00,4.200000000000000000e+02
1.111110000000000042e+01,0.000000000000000000e+00,4.200000000000000000e+02
1.666669999999999874e+01,0.000000000000000000e+00,4.200000000000000000e+02
2.222220000000000084e+01,0.000000000000000000e+00,4.200000000000000000e+02
2.777779999999999916e+01,0.000000000000000000e+00,4.200000000000000000e+02
3.333330000000000126e+01,0.000000000000000000e+00,4.200000000000000000e+02
3.888889999999999958e+01,0.000000000000000000e+00,4.200000000000000000e+02
4.444440000000000168e+01,0.000000000000000000e+00,4.200000000000000000e+02
4.444440000000000168e+01,-6.000000000000000000e+00,4.200000000000000000e+02
3.888889999999999958e+01,-6.000000000000000000e+00,4.200000000000000000e+02
3.333330000000000126e+01,-6.000000000000000000e+00,4.200000000000000000e+02
2.777779999999999916e+01,-6.000000000000000000e+00,4.200000000000000000e+02
2.222220000000000084e+01,-6.000000000000000000e+00,4.200000000000000000e+02
1.666669999999999874e+01,-6.000000000000000000e+00,4.200000000000000000e+02
1.111110000000000042e+01,-6.000000000000000000e+00,4.200000000000000000e+02
5.555559999999999832e+00,-6.000000000000000000e+00,4.200000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01
0.000000000000000000e+00,2.500000000000000000e-01,6.500000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e-01,7.000000000000000000e+01
0.000000000000000000e+00,7.500000000000000000e-01,7.500000000000000000e+01
0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+01
0.000000000000000000e+00,1.250000000000000000e+00,8.500000000000000000e+01
0.000000000000000000e+00,1.500000000000000000e+00,9.000000000000000000e+01
0.000000000000000000e+00,1.750000000000000000e+00,9.500000000000000000e+01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+02
0.000000000000000000e+00,2.250000000000000000e+00,1.050000000000000000e+02
0.000000000000000000e+00,2.500000000000000000e+00,1.100000000000000000e+02
0.000000000000000000e+00,2.750000000000000000e+00,1.150000000000000000e+02
0.000000000000000000e+00,3.000000000000000000e+00,1.200000000000000000e+02
0.000000000000000000e+00,3.250000000000000000e+00,1.250000000000000000e+02
0.000000000000000000e+00,3.500000000000000000e+00,1.300000000000000000e+02
0.000000000000000000e+00,3.750000000000000000e+00,1.350000000000000000e+02
0.000000000000000000e+00,4.000000000000000000e+00,1.400000000000000000e+02
0.000000000000000000e+00,4.250000000000000000e+00,1.450000000000000000e+02
0.000000000000000000e+00,4.500000000000000000e+00,1.500000000000000000e+02
0.000000000000000000e+00,4.750000000000000000e+00,1.550000000000000000e+02
0.000000000000000000e+00,5.000000000000000000e+00,1.600000000000000000e+02
0.000000000000000000e+00,5.250000000000000000e+00,1.650000000000000000e+02
0.000000000000000000e+00,5.500000000000000000e+00,1.700000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+00,1.750000000000000000e+02
0.000000000000000000e+00,6.000000000000000000e+00,1.800000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,1.850000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,1.900000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,1.950000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,2.000000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,2.050000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,2.100000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,2.150000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,2.200000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,2.250000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,2.300000000000000000e+02
0.000000000000000000e+00,6.250000000000000000e+00,2.350000000000000000e+02
0.000000000000000000e+00,6.000000000000000000e+00,2.400000000000000000e+02
0.000000000000000000e+00,5.750000000000000000e+00,2.450000000000000000e+02
0.000000000000000000e+00,5.500000000000000000e+00,2.500000000000000000e+02
0.000000000000000000e+00,5.250000000000000000e+00,2.550000000000000000e+02
0.000000000000000000e+00,5.000000000000000000e+00,2.600000000000000000e+02
0.000000000000000000e+00,4.750000000000000000e+00,2.650000000000000000e+02
0.000000000000000000e+00,4.500000000000000000e+00,2.700000000000000000e+02
0.000000000000000000e+00,4.250000000000000000e+00,2.750000000000000000e+02
0.000000000000000000e+00,4.000000000000000000e+00,2.800000000000000000e+02
0.000000000000000000e+00,3.750000000000000000e+00,2.850000000000000000e+02
0.000000000000000000e+00,3.500000000000000000e+00,2.900000000000000000e+02
0.000000000000000000e+00,3.250000000000000000e+00,2.950000000000000000e+02
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+02
0.000000000000000000e+00,2.750000000000000000e+00,3.050000000000000000e+02
0.000000000000000000e+00,2.500000000000000000e+00,3.100000000000000000e+02
0.000000000000000000e+00,2.250000000000000000e+00,3.150000000000000000e+02
0.000000000000000000e+00,2.000000000000000000e+00,3.200000000000000000e+02
0.000000000000000000e+00,1.750000000000000000e+00,3.250000000000000000e+02
0.000000000000000000e+00,1.500000000000000000e+00,3.300000000000000000e+02
0.000000000000000000e+00,1.250000000000000000e+00,3.350000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,3.400000000000000000e+02
0.000000000000000000e+00,7.500000000000000000e-01,3.450000000000000000e+02
0.000000000000000000e+00,5.000000000000000000e-01,3.500000000000000000e+02
0.000000000000000000e+00,2.500000000000000000e-01,3.550000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,3.650000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,3.700000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,3.850000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,3.900000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,3.950000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,4.050000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,4.150000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00
5.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,1.500000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,2.500000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,3.500000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,4.500000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,5.500000000000000000e+01
5.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01
4.975000000000000000e+01,2.500000000000000000e-01,6.500000000000000000e+01
4.950000000000000000e+01,5.000000000000000000e-01,7.000000000000000000e+01
4.925000000000000000e+01,7.500000000000000000e-01,7.500000000000000000e+01
4.900000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+01
4.875000000000000000e+01,1.250000000000000000e+00,8.500000000000000000e+01
4.850000000000000000e+01,1.500000000000000000e+00,9.000000000000000000e+01
4.825000000000000000e+01,1.750000000000000000e+00,9.500000000000000000e+01
4.800000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+02
4.775000000000000000e+01,2.250000000000000000e+00,1.050000000000000000e+02
4.750000000000000000e+01,2.500000000000000000e+00,1.100000000000000000e+02
4.725000000000000000e+01,2.750000000000000000e+00,1.150000000000000000e+02
4.700000000000000000e+01,3.000000000000000000e+00,1.200000000000000000e+02
4.675000000000000000e+01,3.250000000000000000e+00,1.250000000000000000e+02
4.650000000000000000e+01,3.500000000000000000e+00,1.300000000000000000e+02
4.625000000000000000e+01,3.750000000000000000e+00,1.350000000000000000e+02
4.600000000000000000e+01,4.000000000000000000e+00,1.400000000000000000e+02
4.575000000000000000e+01,4.250000000000000000e+00,1.450000000000000000e+02
4.550000000000000000e+01,4.500000000000000000e+00,1.500000000000000000e+02
4.525000000000000000e+01,4.750000000000000000e+00,1.550000000000000000e+02
4.500000000000000000e+01,5.000000000000000000e+00,1.600000000000000000e+02
4.475000000000000000e+01,5.250000000000000000e+00,1.650000000000000000e+02
4.450000000000000000e+01,5.500000000000000000e+00,1.700000000000000000e+02
4.425000000000000000e+01,5.750000000000000000e+00,1.750000000000000000e+02
4.400000000000000000e+01,6.000000000000000000e+00,1.800000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,1.850000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,1.900000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,1.950000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,2.000000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,2.050000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,2.100000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,2.150000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,2.200000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,2.250000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,2.300000000000000000e+02
4.375000000000000000e+01,6.250000000000000000e+00,2.350000000000000000e+02
4.400000000000000000e+01,6.000000000000000000e+00,2.400000000000000000e+02
4.425000000000000000e+01,5.750000000000000000e+00,2.450000000000000000e+02
4.450000000000000000e+01,5.500000000000000000e+00,2.500000000000000000e+02
4.475000000000000000e+01,5.250000000000000000e+00,2.550000000000000000e+02
4.500000000000000000e+01,5.000000000000000000e+00,2.600000000000000000e+02
4.525000000000000000e+01,4.750000000000000000e+00,2.650000000000000000e+02
4.550000000000000000e+01,4.500000000000000000e+00,2.700000000000000000e+02
4.575000000000000000e+01,4.250000000000000000e+00,2.750000000000000000e+02
4.600000000000000000e+01,4.000000000000000000e+00,2.800000000000000000e+02
4.625000000000000000e+01,3.750000000000000000e+00,2.850000000000000000e+02
4.650000000000000000e+01,3.500000000000000000e+00,2.900000000000000000e+02
4.675000000000000000e+01,3.250000000000000000e+00,2.950000000000000000e+02
4.700000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+02
4.725000000000000000e+01,2.750000000000000000e+00,3.050000000000000000e+02
4.750000000000000000e+01,2.500000000000000000e+00,3.100000000000000000e+02
4.775000000000000000e+01,2.250000000000000000e+00,3.150000000000000000e+02
4.800000000000000000e+01,2.000000000000000000e+00,3.200000000000000000e+02
4.825000000000000000e+01,1.750000000000000000e+00,3.250000000000000000e+02
4.850000000000000000e+01,1.500000000000000000e+00,3.300000000000000000e+02
4.875000000000000000e+01,1.250000000000000000e+00,3.350000000000000000e+02
4.900000000000000000e+01,1.000000000000000000e+00,3.400000000000000000e+02
4.925000000000000000e+01,7.500000000000000000e-01,3.450000000000000000e+02
4.950000000000000000e+01,5.000000000000000000e-01,3.500000000000000000e+02
4.975000000000000000e+01,2.500000000000000000e-01,3.550000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,3.600000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,3.650000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,3.700000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,3.750000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,3.800000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,3.850000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,3.900000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,3.950000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,4.050000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,4.100000000000000000e+02
5.000000000000000000e+01,0.000000000000000000e+00,4.150000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,5.000000000000000000e+00
5.000000000000000000e+01,-6.000000000000000000e+00,1.000000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,1.500000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,2.000000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,2.500000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,3.000000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,3.500000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,4.000000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,4.500000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,5.000000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,5.500000000000000000e+01
5.000000000000000000e+01,-6.000000000000000000e+00,6.000000000000000000e+01
4.975000000000000000e+01,-5.750000000000000000e+00,6.500000000000000000e+01
4.950000000000000000e+01,-5.500000000000000000e+00,7.000000000000000000e+01
4.925000000000000000e+01,-5.250000000000000000e+00,7.500000000000000000e+01
4.900000000000000000e+01,-5.000000000000000000e+00,8.000000000000000000e+01
4.875000000000000000e+01,-4.750000000000000000e+00,8.500000000000000000e+01
4.850000000000000000e+01,-4.500000000000000000e+00,9.000000000000000000e+01
4.825000000000000000e+01,-4.250000000000000000e+00,9.500000000000000000e+01
4.800000000000000000e+01,-4.000000000000000000e+00,1.000000000000000000e+02
4.775000000000000000e+01,-3.750000000000000000e+00,1.050000000000000000e+02
4.750000000000000000e+01,-3.500000000000000000e+00,1.100000000000000000e+02
4.725000000000000000e+01,-3.250000000000000000e+00,1.150000000000000000e+02
4.700000000000000000e+01,-3.000000000000000000e+00,1.200000000000000000e+02
4.675000000000000000e+01,-2.750000000000000000e+00,1.250000000000000000e+02
4.650000000000000000e+01,-2.500000000000000000e+00,1.300000000000000000e+02
4.625000000000000000e+01,-2.250000000000000000e+00,1.350000000000000000e+02
4.600000000000000000e+01,-2.000000000000000000e+00,1.400000000000000000e+02
4.575000000000000000e+01,-1.750000000000000000e+00,1.450000000000000000e+02
4.550000000000000000e+01,-1.500000000000000000e+00,1.500000000000000000e+02
4.525000000000000000e+01,-1.250000000000000000e+00,1.550000000000000000e+02
4.500000000000000000e+01,-1.000000000000000000e+00,1.600000000000000000e+02
4.475000000000000000e+01,-7.500000000000000000e-01,1.650000000000000000e+02
4.450000000000000000e+01,-5.000000000000000000e-01,1.700000000000000000e+02
4.425000000000000000e+01,-2.500000000000000000e-01,1.750000000000000000e+02
4.400000000000000000e+01,8.881780000000000328e-16,1.800000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,1.850000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,1.900000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,1.950000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,2.000000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,2.050000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,2.100000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,2.150000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,2.200000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,2.250000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,2.300000000000000000e+02
4.375000000000000000e+01,2.500000000000000000e-01,2.350000000000000000e+02
4.400000000000000000e+01,-8.881780000000000328e-16,2.400000000000000000e+02
4.425000000000000000e+01,-2.500000000000000000e-01,2.450000000000000000e+02
4.450000000000000000e+01,-5.000000000000000000e-01,2.500000000000000000e+02
4.475000000000000000e+01,-7.500000000000000000e-01,2.550000000000000000e+02
4.500000000000000000e+01,-1.000000000000000000e+00,2.600000000000000000e+02
4.525000000000000000e+01,-1.250000000000000000e+00,2.650000000000000000e+02
4.550000000000000000e+01,-1.500000000000000000e+00,2.700000000000000000e+02
4.575000000000000000e+01,-1.750000000000000000e+00,2.750000000000000000e+02
4.600000000000000000e+01,-2.000000000000000000e+00,2.800000000000000000e+02
4.625000000000000000e+01,-2.250000000000000000e+00,2.850000000000000000e+02
4.650000000000000000e+01,-2.500000000000000000e+00,2.900000000000000000e+02
4.675000000000000000e+01,-2.750000000000000000e+00,2.950000000000000000e+02
4.700000000000000000e+01,-3.000000000000000000e+00,3.000000000000000000e+02
4.725000000000000000e+01,-3.250000000000000000e+00,3.050000000000000000e+02
4.750000000000000000e+01,-3.500000000000000000e+00,3.100000000000000000e+02
4.775000000000000000e+01,-3.750000000000000000e+00,3.150000000000000000e+02
4.800000000000000000e+01,-4.000000000000000000e+00,3.200000000000000000e+02
4.825000000000000000e+01,-4.250000000000000000e+00,3.250000000000000000e+02
4.850000000000000000e+01,-4.500000000000000000e+00,3.300000000000000000e+02
4.875000000000000000e+01,-4.750000000000000000e+00,3.350000000000000000e+02
4.900000000000000000e+01,-5.000000000000000000e+00,3.400000000000000000e+02
4.925000000000000000e+01,-5.250000000000000000e+00,3.450000000000000000e+02
4.950000000000000000e+01,-5.500000000000000000e+00,3.500000000000000000e+02
4.975000000000000000e+01,-5.750000000000000000e+00,3.550000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,3.600000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,3.650000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,3.700000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,3.750000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,3.800000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,3.850000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,3.900000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,3.950000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,4.000000000000000000e+02
5.000000000000000000e+01,-6.000000000000000000e+00,4.050000000000000000e+02
